file,size_bytes,batch,role,suffix
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/2376.thebe-core.min.js,44522,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/252.thebe-core.min.js,4988,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/2681.thebe-core.min.js,2205,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/2682.thebe-core.min.js,4559,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/2817.thebe-core.min.js,598804,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/284.thebe-lite.min.js,1971,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/29.thebe-core.min.js,8086,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/3024.thebe-core.min.js,10970,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/3180.thebe-core.min.js,7454,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/3191.thebe-core.min.js,9684,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/3220.thebe-core.min.js,3277,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/3242.thebe-core.min.js,28598,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/3426.thebe-core.min.js,13894,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/3543.thebe-core.min.js,94961,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/357.thebe-core.min.js,9172,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/3722.thebe-core.min.js,22255,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/3726.thebe-core.min.js,26821,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/3805.thebe-core.min.js,3327,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/4401.thebe-core.min.js,1818,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/4424.thebe-core.min.js,3860,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/4448.thebe-core.min.js,22642,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/4451.thebe-core.min.js,11858,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/4501.thebe-core.min.js,3723,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/4704.thebe-core.min.js,2034,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/4756.thebe-core.min.js,25941,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/4872.thebe-core.min.js,2153,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/4922.thebe-core.min.js,2706,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/4957.thebe-core.min.js,2826,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/51.thebe-lite.min.js,109948,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5106.thebe-core.min.js,985,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5237.thebe-core.min.js,151,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5258.thebe-core.min.js,5268,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5260.thebe-core.min.js,6560,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5292.thebe-core.min.js,4251,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5298.thebe-core.min.js,4038,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5350.thebe-core.min.js,5289,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5351.thebe-core.min.js,2439,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/545.thebe-lite.min.js,16525,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5455.thebe-core.min.js,2475,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5515.thebe-core.min.js,4126,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5525.thebe-core.min.js,5490,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5595.thebe-core.min.js,6341,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/560.thebe-core.min.js,2206,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/567.thebe-core.min.js,6082,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5687.thebe-core.min.js,27105,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/5945.thebe-core.min.js,4038,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6099.thebe-core.min.js,829,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/615.thebe-core.min.js,1129,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6162.thebe-core.min.js,3507,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6205.thebe-core.min.js,6904,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6211.thebe-core.min.js,2306,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6240.thebe-core.min.js,4312,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6292.thebe-core.min.js,930,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/636.thebe-core.min.js,2774,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6367.thebe-core.min.js,2557,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6446.thebe-core.min.js,101615,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/647.thebe-core.min.js,4158,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6473.thebe-core.min.js,1062,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6590.thebe-core.min.js,6808,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6643.thebe-core.min.js,2502,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6742.thebe-core.min.js,4755,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/6828.thebe-core.min.js,37212,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/7077.thebe-core.min.js,1943,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/7197.thebe-core.min.js,16728,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/7220.thebe-core.min.js,4322,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/7230.thebe-core.min.js,8360,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/7364.thebe-core.min.js,2687,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/746.thebe-lite.min.js,109065,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/7486.thebe-core.min.js,2485,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/7727.thebe-core.min.js,4130,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/7838.thebe-core.min.js,3043,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/786.thebe-core.min.js,1301,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/7911.thebe-core.min.js,4256,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/7951.thebe-core.min.js,926,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8122.thebe-core.min.js,2961,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8137.thebe-core.min.js,4013,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8188.thebe-core.min.js,2660,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/822.thebe-core.min.js,1906,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8334.thebe-core.min.js,10323,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8391.thebe-core.min.js,3689,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8421.thebe-core.min.js,473,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8539.thebe-core.min.js,3015,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8586.thebe-core.min.js,4200,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8665.thebe-core.min.js,2758,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8678.thebe-core.min.js,2948,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8727.thebe-core.min.js,7897,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8820.thebe-core.min.js,5264,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/8955.thebe-core.min.js,726,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/899.thebe-core.min.js,2709,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/903.thebe-lite.min.js,1969,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/9114.thebe-core.min.js,1555,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/9371.thebe-core.min.js,3718,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/950.thebe-core.min.js,1195,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/9561.thebe-core.min.js,1713,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/9602.thebe-core.min.js,7893,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/9638.thebe-core.min.js,1013,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/9684.thebe-core.min.js,2104,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/9779.thebe-core.min.js,5002,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/9865.thebe-core.min.js,5933,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/9981.thebe-core.min.js,2166,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/build/entry.client-UNPC4GT3.js,440,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/build/manifest-3481E987.js,3573,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/build/root-7TUVC4ZT.js,28701,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/build/root-HKSGTRTI.css,252,Batch 67,build_or_cache,.css
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/build/routes/$-F44LTU5Y.css,252,Batch 67,build_or_cache,.css
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/book-theme-main/public/build/routes/$-P6PGXPYX.js,846,Batch 67,build_or_cache,.js
